,Baseline,Residual_05,Residual_10,Residual_15,Residual_20,Residual_25,Residual_30,Residual_35,Residual_40,Residual_45,Residual_50,Residual_55,Residual_60,Residual_65,Residual_70,Residual_75,Residual_80,Residual_85,Residual_90,Residual_95,Residual_100
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-30,0.0028888108983871064,0.0028888108983871064,0.0028888108983871064,0.0028888108983871064,0.0028888108983871064,0.0028888108983871064,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.008607932981499755,-0.002496431862285098,-0.002496431862285098,-0.002496431862285098,-0.002496431862285098,-0.002496431862285098
2019-05-31,0.009176398676807418,0.009176398676807418,0.009176398676807418,0.009176398676807418,0.009176398676807418,0.009176398676807418,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0178977412352872,0.0034887921117154885,0.0034887921117154885,0.0034887921117154885,0.0034887921117154885,0.0034887921117154885
2019-06-30,-0.004510222861157209,-0.004510222861157209,-0.004510222861157209,-0.004510222861157209,-0.004510222861157209,-0.004510222861157209,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.006016801982173026,-0.005121056689815662,-0.005121056689815662,-0.005121056689815662,-0.005121056689815662,-0.005121056689815662
2019-07-31,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.01634233560694731,-0.016848282132338133,-0.016848282132338133,-0.016848282132338133,-0.016126339646603483,-0.016126339646603483,-0.016126339646603483,-0.016126339646603483,-0.016126339646603483,-0.016126339646603483,-0.016126339646603483
2019-08-31,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,-0.003268931890715643,0.0043328289284756405,0.0043328289284756405,0.0043328289284756405,0.012121057565509075,0.012121057565509075,0.012121057565509075,0.012121057565509075,0.012121057565509075,0.012121057565509075,0.012121057565509075
2019-09-30,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.028616862431800172,0.029913958668470686,0.029913958668470686,0.029913958668470686,0.02584228390361587,0.02584228390361587,0.02584228390361587,0.02584228390361587,0.02584228390361587,0.02584228390361587,0.02584228390361587
2019-10-31,-0.0008911587606882376,-0.0008911587606882376,-0.0008911587606882376,-0.0008911587606882376,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.006303581311051687,-0.007789033248422728,-0.007789033248422728,-0.007789033248422728
2019-11-30,0.04632591659381102,0.04632591659381102,0.04632591659381102,0.04632591659381102,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04555476304589656,0.04091524703204752,0.04091524703204752,0.04091524703204752
2019-12-31,0.03198734139795234,0.03198734139795234,0.03198734139795234,0.03198734139795234,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.030215469307081966,0.026439425835976138,0.026439425835976138,0.026439425835976138
2020-01-31,0.03034792471512704,0.03034792471512704,0.03034792471512704,0.03034792471512704,0.03034792471512704,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.033355818442609486,0.03482462198937908,0.03482462198937908,0.03482462198937908,0.03482462198937908,0.03482462198937908
2020-02-29,-0.004070876254587019,-0.004070876254587019,-0.004070876254587019,-0.004070876254587019,-0.004070876254587019,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.0104088265756338,-0.013056439589839708,-0.013056439589839708,-0.013056439589839708,-0.013056439589839708,-0.013056439589839708
2020-03-31,0.011851096485282486,0.011851096485282486,0.011851096485282486,0.011851096485282486,0.011851096485282486,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,0.009723206991565592,-8.291054546094578e-05,-8.291054546094578e-05,-8.291054546094578e-05,-8.291054546094578e-05,-8.291054546094578e-05
2020-04-30,0.026983987384372687,0.026983987384372687,0.026983987384372687,0.026983987384372687,0.026983987384372687,0.02698398738437313,0.02698398738437313,0.02698398738437313,0.02698398738437313,0.02698398738437313,0.02698398738437313,0.026983987384372687,0.026983987384372687,0.026983987384372687,0.026983987384372687,0.026983987384372687,0.0306679517086883,0.0306679517086883,0.0306679517086883,0.0306679517086883,0.0306679517086883
2020-05-31,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.0020265964485594035,-0.013264522925113265,-0.013264522925113265,-0.013264522925113265,-0.013264522925113265,-0.013264522925113265
2020-06-30,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.004394123769969616,0.001063662520626174,0.001063662520626174,0.001063662520626174,0.001063662520626174,0.001063662520626174
2020-07-31,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196,-0.00017398299199922196
2020-08-31,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483,0.009490958344285483
2020-09-30,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833,-0.004138110664548833
2020-10-31,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,0.0032987278426659383,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669,-0.0038856141438669
2020-11-30,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.011374788757698262,0.015527716762707033,0.015527716762707033,0.015527716762707033,0.015527716762707033,0.015527716762707033,0.015527716762707033,0.015527716762707033,0.015527716762707033,0.015527716762707033,0.015527716762707033
2020-12-31,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.012250065422618084,0.009407744516845451,0.009407744516845451,0.009407744516845451,0.009407744516845451,0.009407744516845451,0.009407744516845451,0.009407744516845451,0.009407744516845451,0.009407744516845451,0.009407744516845451
2021-01-31,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529,0.006486078002263529
2021-02-28,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667,0.020479287901358667
2021-03-31,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571,0.005383611975441571
2021-04-30,-0.0034637618550558136,-0.0034637618550558136,-0.0034637618550558136,-0.003536516895498165,-0.003536516895498165,-0.003536516895498165,-0.003536516895498165,-0.008944755363416546,-0.008944755363416546,-0.008944755363416546,-0.008944755363416546,-0.008944755363416546,-0.008944755363416546,0.006319251645859003,0.010677452407981791,0.010677452407981791,0.010677452407981791,0.010677452407981791,0.010677452407981791,0.010677452407981791,0.010677452407981791
2021-05-31,0.020331163209061254,0.020331163209061254,0.020331163209061254,0.022815120323063987,0.022815120323063987,0.022815120323063987,0.022815120323063987,0.021248326063558975,0.021248326063558975,0.021248326063558975,0.021248326063558975,0.021248326063558975,0.021248326063558975,0.029088125802582354,0.024331631537156007,0.024331631537156007,0.024331631537156007,0.024331631537156007,0.024331631537156007,0.024331631537156007,0.024331631537156007
2021-06-30,0.040828427850978954,0.040828427850978954,0.040828427850978954,0.031532481605742735,0.031532481605742735,0.031532481605742735,0.031532481605742735,0.02537660622804938,0.02537660622804938,0.02537660622804938,0.02537660622804938,0.02537660622804938,0.02537660622804938,0.03531281623235816,0.04396821652718352,0.04396821652718352,0.04396821652718352,0.04396821652718352,0.04396821652718352,0.04396821652718352,0.04396821652718352
2021-07-31,-0.038636050159624014,-0.038636050159624014,-0.038636050159624014,-0.038636050159624014,-0.038636050159624014,-0.038636050159624014,-0.038636050159624014,-0.038636050159624014,-0.038636050159624014,-0.03027116006221675,-0.03027116006221675,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328,-0.014886117830480328
2021-08-31,-0.0021307852399178318,-0.0021307852399178318,-0.0021307852399178318,-0.0021307852399178318,-0.0021307852399178318,-0.0021307852399178318,-0.0021307852399178318,-0.0021307852399178318,-0.0021307852399178318,-0.0004916694817945766,-0.0004916694817945766,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455,0.0073354342745084455
2021-09-30,0.009024701743964414,0.009024701743964414,0.009024701743964414,0.009024701743964414,0.009024701743964414,0.009024701743964414,0.009024701743964414,0.009024701743964414,0.009024701743964414,0.0057749731924179315,0.0057749731924179315,0.01202032105531381,0.01202032105531381,0.01202032105531381,0.01202032105531381,0.01202032105531381,0.01202032105531381,0.01202032105531381,0.01202032105531381,0.01202032105531381,0.01202032105531381
2021-10-31,-0.004696650596784813,-0.004696650596784813,-0.004696650596784813,-0.004696650596784813,-0.004696650596784813,-0.004696650596784813,-0.004696650596784813,0.007090951141258683,0.007090951141258683,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685,0.01019804193596685
2021-11-30,0.03815651922035923,0.03815651922035923,0.03815651922035923,0.03815651922035923,0.03815651922035923,0.03815651922035923,0.03815651922035923,0.03824153893897164,0.03824153893897164,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628,0.0322598490052628
2021-12-31,0.011205200109311475,0.011205200109311475,0.011205200109311475,0.011205200109311475,0.011205200109311475,0.011205200109311475,0.011205200109311475,0.0016327340790613931,0.0016327340790613931,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832,0.0003340540804532832
